fold,scheme,false_positive_rate,true_positive_rate
B_to_A,erp,0.6629213483146067,0.7297297297297297
B_to_A,erp,0.6629213483146067,0.7432432432432432
B_to_A,erp,0.7415730337078652,0.7432432432432432
B_to_A,erp,0.7415730337078652,0.7567567567567568
B_to_A,erp,0.7865168539325843,0.7567567567567568
B_to_A,erp,0.7865168539325843,0.7702702702702703
B_to_A,erp,0.797752808988764,0.7702702702702703
B_to_A,erp,0.797752808988764,0.7837837837837838
B_to_A,erp,0.8089887640449438,0.7837837837837838
B_to_A,erp,0.8089887640449438,0.8108108108108109
B_to_A,erp,0.8202247191011236,0.8108108108108109
